Schweizerische Nährwertdatenbank komplett (bearbeitet durch Lesley Grünenfelder) (Stand: 01.02.2023) ;;;;;;;;;;;;;;;;;;;;;;;;;;;Schweizerische Nährwertdatenbank komplett (bearbeitet durch Lesley Grünenfelder) (Stand: 30.01.2023) ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Name;Synonym (neu) ;Unterkategorie  (neu) ;Kategorie (neu) ;Bezugseinheit;Energie, Kilojoule (kJ);Energie, Kalorien (kcal);Fett, total (g);Fettsäuren, gesättigt (g);Fettsäuren, einfach ungesättigt (g);Fettsäuren, mehrfach ungesättigt (g);Cholesterin (mg);Kohlenhydrate, verfügbar (g);Zucker (g);Stärke (g);Nahrungsfasern (g);Protein (g);Salz (NaCl) (g);Alkohol (g);Wasser (g);Vitamin A-Aktivität, RE (µg-RE);Vitamin A-Aktivität, RAE (µg-RE);Retinol (µg);Betacarotin-Aktivität (µg-BCE);Betacarotin (µg);Vitamin B1 (Thiamin) (mg);Vitamin B2 (Riboflavin) (mg);Vitamin B6 (Pyridoxin) (mg);Vitamin B12 (Cobalamin) (µg);Vitamin B3 Niacin (mg);Folat (µg);Vitamin B5 (Pantothensäur)e (mg);Vitamin C (Ascorbinsäure) (mg);Vitamin D (Calciferol) (µg);Vitamin E-Aktivität (mg-ATE);Kalium (K) (mg);Natrium (Na) (mg);Chlorid (Cl) (mg);Calcium (Ca) (mg);Magnesium (Mg) (mg);Phosphor (P) (mg);Eisen (Fe) (mg);Jod (I) (µg);Zink (Zn)  (mg);Selen (Se) (µg);vegetarisch (ja/nein);vegan (ja/nein);laktosefrei (ja/nein);glutenfrei (ja/nein) 
Tomatenkuchen;gebacken (mit Kuchenteig) ;Brot und Backware ;Getreide und Getreideprodukte;pro 100g essbarer Anteil;658;158;10.1;5.6;2.5;0.7;61;12.3;2.6;9.6;1.1;3.9;0.4;0;72.7;141;117;93;286;286;0.06;0.08;0.08;0.16;0.35;11.8;0.35;10.1;0.4;0.86;180;140;230;33;11;63;0.6;6.2;0.4;k.A.;ja;nein;nein;nein
Tomatenkuchen;gebacken (mit Kuchenteig) ;salzige Gerichte ;Gerichte;pro 100g essbarer Anteil;658;158;10.1;5.6;2.5;0.7;61;12.3;2.6;9.6;1.1;3.9;0.4;0;72.7;141;117;93;286;286;0.06;0.08;0.08;0.16;0.35;11.8;0.35;10.1;0.4;0.86;180;140;230;33;11;63;0.6;6.2;0.4;k.A.;ja;nein;nein;nein
Tomatenpüree Tomatenmark;;Gemüse zubereitet ;Gemüse ;pro 100g essbarer Anteil;326;77;0.2;0;0;0.1;0;12.9;12.4;0.4;2.8;4.5;0.6;0;76.7;76;38;0;456;456;0.22;0.12;0.44;0;3.5;54;1;38;0;5.37;1150;240;490;48;48;94;1.6;4;0.7;k.A.;ja;ja;ja;ja
Tomatensaft ;;Gemüsesaft;Gemüse ;pro 100 ml;70;16;0.1;0.1;0;0;0;3;2.1;0.1;0.1;0.8;0.5;0;95.3;66;33;0;397;397;0.03;0.03;0.05;0;0.4;16;0.22;9.9;0;0.82;220;220;400;14;13;26;0.5;2;0.2;k.A.;ja;ja;ja;ja
Tomatensaft ;;Gemüsesaft;Getränke;pro 100 ml;70;16;0.1;0.1;0;0;0;3;2.1;0.1;0.1;0.8;0.5;0;95.3;66;33;0;397;397;0.03;0.03;0.05;0;0.4;16;0.22;9.9;0;0.82;220;220;400;14;13;26;0.5;2;0.2;k.A.;ja;ja;ja;ja
Tomatensauce ;;salzige Gerichte ;Gerichte;pro 100g essbarer Anteil;288;69;2.1;0.5;0.9;0.6;0;9.7;4.1;5.5;1.9;1.8;1.4;0;82.5;121;62;3;709;709;0.06;0.05;0;0;1;12;0.3;11;0.1;0.5;360;540;Sp.;23;17;33;1.4;1.6;0.4;k.A.;ja;ja;ja;ja
Tomatensuppe ;;salzige Gerichte ;Gerichte;pro 100g essbarer Anteil;177;42;1.1;<0.5;0.4;0;<1;6.6;3.5;3.1;0.7;1;1;0;89;25;12;0;147;147;0.03;0.02;0.06;0;0.6;6;0.2;7;0;0.08;140;410;330;8;8;16;0.4;3;0.2;k.A.;ja;ja;ja;ja
Tomme ;;Käse, Weichkäse ;Milch und Milchprodukte;pro 100g essbarer Anteil;1180;284;22.5;13.5;5.3;1;68;0;0;0;0;20.3;1.8;0;55;191;183;175;100;100;0.01;0.4;0.18;1.8;0.12;24;0.36;Sp.;0.2;0.59;76;720;980;290;18;230;0.1;Sp.;1.9;k.A.;ja;nein;nein;ja
Topinambur;gekocht (ohne Zugabe von Salz) ;Gemüse zubereitet ;Gemüse ;pro 100g essbarer Anteil;213;52;0.4;0.1;0;0.2;0;3.8;3.8;0;11.8;2.3;0;0;81.7;7;3;0;40;40;0.08;0.04;0.06;0;0.96;17.9;0.28;3.1;0;0.16;230;1.7;57;28;10;68;0.5;0.1;0.1;0;ja;ja;ja;ja
Topinambur;roh ;Gemüse frisch ;Gemüse ;pro 100g essbarer Anteil;221;54;0.4;0.1;0;0.2;0;4;4;0;12.1;2.4;0;0;78.9;7;4;0;42;42;0.1;0.06;0.08;0;1.3;34;0.44;7.3;0;0.15;480;3;60;28;16;72;0.6;0.1;0.1;0;ja;ja;ja;ja
Traube;weiss, roh ;Früchte frisch ;Früchte;pro 100g essbarer Anteil;292;69;0.3;0.1;0;0.1;0;15.2;14.6;0;1.5;0.7;0;0;81.1;1;1;0;8;8;0.05;0.01;0.04;0;0.12;16.3;0.05;2.9;0;0.67;200;2;2;12;7.6;19;0.4;1;0;1.7;ja;ja;ja;ja
Traubenkernöl ;;-;Fette und Öle ;pro 100 ml;3330;810;90;10.1;16.7;58.8;0;0;0;0;0;0;0;0;0;5;3;0;31;0;0;0;0;0;0;0;0;0;0;19.66;0.9;0;0;0;0;0;0;0;0;0;ja;ja;ja;ja
Traubensaft ;;Fruchtsaft;Getränke;pro 100 ml;302;71;0.1;0;0;0;0;17.3;17;0;0.1;0.3;0;0;87.3;1;0;0;5;<4;0.02;0.03;0.05;0;0.31;<5.2;0.05;1.7;0;0.42;120;4;3;8.8;8.9;13;0.5;0.5;0.1;4.2;ja;ja;ja;ja
Traubensaft ;;Fruchtsaft;Früchte;pro 100 ml;302;71;0.1;0;0;0;0;17.3;17;0;0.1;0.3;0;0;87.3;1;0;0;5;<5;0.02;0.03;0.05;0;0.31;<5.3;0.05;1.7;0;0.42;120;4;3;8.8;8.9;13;0.5;0.5;0.1;4.2;ja;ja;ja;ja
Traubenzucker ;;-;Süssspeisen, Süssigkeiten und Snacks ;pro 100g essbarer Anteil;1700;399;0;0;0;0;0;99.8;99.8;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0.3;0;0;k.A.;ja;ja;ja;ja
Trinkwasser (Mittelwert Schweiz) ;;Wasser;Getränke;pro 100 ml;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7;1;0;0;0;0;Sp.;ja;ja;ja;ja
Trockenfleisch ;;Wurstware ;Fleisch und Fleischerzeugnisse ;pro 100g essbarer Anteil;804;190;3.5;1.6;1.5;0.2;84;0.4;0.4;0;0;39.3;4.1;0;52.2;3;3;3;0;0;0.1;0.24;0.42;1.57;10.52;Sp.;1.2;1.1;Sp.;Sp.;640;1620;2610;Sp.;37;330;4;Sp.;6.5;14;nein;nein;ja;ja
Truthahn;Brust, Schnitzel oder Geschnetzeltes, grebraten (ohne Zusatz von Fett und Salz) ;Fleisch zubereitet ;Fleisch und Fleischerzeugnisse ;pro 100g essbarer Anteil;590;139;1.3;0.3;0.3;0.3;50;0;0;0;0;31.8;0.2;0;66.9;3;3;3;0;0;0.11;0.13;0.3;0.5;9.93;5.4;0.86;0;0;0;400;72;0;11;35;240;0.9;2;2.4;12;nein;nein;ja;ja
Truthahn;Brust, Schnitzel oder Geschnetzeltes, roh ;Fleisch frisch;Fleisch und Fleischerzeugnisse ;pro 100g essbarer Anteil;457;108;1.3;0.3;0.3;0.3;37;0;0;0;0;24;0.2;0;73.5;3;3;3;0;0;0.12;0.1;0.4;0.57;9.19;8;0.8;0;Sp.;Sp.;330;63;Sp.;7.9;32;210;0.7;1.5;1.8;8.9;nein;nein;ja;ja
Vacherin Mont d'Or ;;Käse, Weichkäse ;Milch und Milchprodukte;pro 100g essbarer Anteil;1160;279;23.2;13.9;5.4;1.1;70;0;0;0;0;17.2;1.7;0;56.8;502;491;480;130;130;0.01;0.26;0.26;2.06;0.2;51.5;0.4;Sp.;0.5;0.64;78;690;1010;430;20;300;0.1;20;1.9;k.A.;ja;nein;nein;ja
Vanillecrème;hausgemacht, gekocht ;-;Süssspeisen, Süssigkeiten und Snacks ;pro 100g essbarer Anteil;458;109;4.6;2.3;1.3;0.4;62;12.7;11.6;1.1;0;4.3;0.1;0;78.3;54;53;51;14;14;0.03;0.19;0.03;0.39;0.08;10.9;0.5;0.5;0.4;0.27;140;52;100;100;9.8;99;0.3;13;0.5;k.A.;ja;nein;nein;ja
Vanille Zucker (Durchschnitt von Markenprodukten) ;;Zucker und Süssstoffe;Verschiedenes;pro 100g essbarer Anteil;1660;391;0.2;0;k.A.;k.A.;k.A.;96.7;96.7;k.A.;1.3;0.2;0;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;ja;ja;ja;ja
Vegetarisches Gehacktes/Geschnetzeltes;aus Mykoprotein, roh ;Fleischersatz;Ersatzprodukte (Milch, Fleisch, Getreide) ;pro 100g essbarer Anteil;386;92;2.3;0.3;0.4;1.2;1;1.6;0;1.1;6;13.4;0.3;0;75.5;0;0;0;0;0;0;0.41;0.08;0;1.05;49;0.22;0;0;0;90;130;k.A.;160;38;230;0.3;0;5.8;3.2;ja;ja;ja;ja
Vinaigrette (mit Rapsöl) ;;Saucen;Verschiedenes;pro 100 ml;1050;255;25.1;2.5;14.2;6.4;116;2.3;1.9;0.3;0.5;4.7;0.3;0;67.4;37;36;35;13;13;0.04;0.09;0.06;0.35;0.11;20.4;0.68;2.2;0.9;7.73;91;130;61;24;9;69;0.7;9.9;0.5;k.A.;ja;ja;ja;ja
Vitello tonnato mit Garnitur ;;salzige Gerichte ;Gerichte;pro 100g essbarer Anteil;719;172;10.9;2.5;3.3;3.8;104;0.6;0.6;0;0.2;17.9;0.6;0;70.4;36;30;25;64;64;0.04;0.2;0.22;1.84;4.69;14.8;0.84;3;0.8;3.48;190;240;220;27;20;150;1.3;13;2.6;k.A.;nein;nein;nein;ja
Vitello tonnato ohne Garnitur ;;salzige Gerichte ;Gerichte;pro 100g essbarer Anteil;828;198;12.4;2.9;3.6;4.6;86;0.3;0.3;0;0;21.4;0.7;0;65.9;19;18;18;10;10;0.04;0.22;0.27;2.25;6;8.8;0.79;0;0.7;4.09;200;270;220;27;23;160;1.5;13;3.2;k.A.;nein;nein;nein;ja
Vollkornreiswaffel ;;Brot und Backware ;Getreide und Getreideprodukte;pro 100g essbarer Anteil;1650;390;2.8;0.6;1;1;0;81.5;1.5;80;4.2;7.7;0.8;0;5.8;0;0;0;0;0;0.06;0.17;0.15;0;7.81;21;1;0;Sp.;0.72;290;330;Sp.;11;130;360;1.5;Sp.;3;k.A.;ja;ja;ja;nein
Vollmilch;pasteurisiert ;Milch;Milch und Milchprodukte;pro 100 ml;282;68;4;2.4;0.9;0.2;15;4.7;4.7;0;0;3.2;0.1;0;87.3;49;47;46;17;17;0.02;0.21;0.03;0.33;0.1;5.1;0.32;1;0.1;0.11;160;39;96;120;10;92;0;10;0.4;1.2;ja;nein;nein;ja
Vollmilch;UHT ;Milch;Milch und Milchprodukte;pro 100 ml;284;68;4.1;2.5;1;0.2;16;4.6;4.6;0;0;3.2;0.1;0;87.2;47;46;44;19;19;0.02;0.22;0.03;0.16;0.12;4.3;0.37;1;0.1;0.13;160;39;95;120;10;91;0;9.5;0.4;1.1;ja;nein;nein;ja
Vollmilchpulver ;;-;Milch und Milchprodukte;pro 100g essbarer Anteil;2010;480;26.2;15.7;6.2;1.2;70;35.1;35.1;0;0;24.7;0.9;0;3.5;250;240;230;118;118;0.27;1.4;0.2;1.5;0.7;40;2.7;11;1.2;0.5;1160;370;810;1060;88;710;0.7;27;3.1;8.7;ja;nein;nein;ja
Vollrahm;pasteurisiert ;Rahm;Milch und Milchprodukte;pro 100g essbarer Anteil;1370;334;34.8;20.9;8.2;1.6;101;3.1;3.1;0;0;2;0.1;0;59.4;380;368;356;143;143;0.02;0.13;0.03;0.21;0.08;7;0.31;0.7;0.5;0.84;120;35;69;71;6.2;71;0.1;7;0.2;k.A.;ja;nein;nein;ja
Vollrahm;UHT ;Rahm;Milch und Milchprodukte;pro 100g essbarer Anteil;1380;335;34.9;20.9;8.2;1.6;101;3.1;3.1;0;0;2;0.1;0;59.2;402;390;378;143;143;0.02;0.12;0.02;0.16;0.05;1.5;0.33;0;0.6;0.77;110;25;69;71;6.3;68;0;6.1;0.2;k.A.;ja;nein;nein;ja
Vorderschinken ;;Wurstware ;Fleisch und Fleischerzeugnisse ;pro 100g essbarer Anteil;445;106;3.3;1.3;1.6;0.2;42;0.4;0.4;0;0;18.6;2.2;0;74.5;4;4;4;0;0;0.51;0.18;0.34;Sp.;4.9;2;1;63.8;Sp.;0.22;460;870;1190;15;21;300;0.8;3.6;2.5;10;nein;nein;ja;ja
Vorzugsbutter ;;Butter;Milch und Milchprodukte;pro 100g essbarer Anteil;3070;746;82.3;49.4;19.3;3.8;241;0.7;0.6;0;0;0.7;0;0;16.4;833;802;771;374;370;0;0.04;0;0.07;0.04;0;0.06;0;1.1;1.77;21;<10;13;18;1.5;22;0;8;<0.2;0.5;ja;nein;nein;ja
Walliser Roggenbrot ;;Brot und Backware ;Getreide und Getreideprodukte;pro 100g essbarer Anteil;960;227;1;0.1;0.1;0.5;0;42.6;3.4;38.9;8.8;7.6;1.4;0;40.6;0;0;0;0;0;0.19;0.15;0.21;0;1.28;32.7;0.56;0;0;0.53;250;570;900;20;53;220;2.1;3;2.2;2.3;ja;ja;ja;nein
Wasabi Paste ;;-;Kräuter, Gewürze und Würzmittel ;pro 100g essbarer Anteil;1300;308;10.6;k.A.;k.A.;k.A.;k.A.;49.6;k.A.;k.A.;1.3;2.9;5.8;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;2330;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;ja;ja;ja;ja
Wassereis Wasserglacé;;-;Süssspeisen, Süssigkeiten und Snacks ;pro 100g essbarer Anteil;375;88;0;0;0;0;0;22;22;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;Sp.;12;0;0;14;Sp.;Sp.;0;Sp.;0;0;Sp.;Sp.;k.A.;ja;ja;ja;ja
Wassermelone;roh ;Früchte frisch ;Früchte;pro 100g essbarer Anteil;158;37;Sp.;Sp.;Sp.;Sp.;0;8.3;7.9;Sp.;0.5;0.7;0;0;91;69;35;0;416;416;0.03;0.02;0.06;0;0.26;20.4;0.18;5.8;0;Sp.;100;Sp.;8.3;6;11;9.7;0.2;10;0.1;0.4;ja;ja;ja;ja
Weichkaramellen;Bonbons ;-;Süssspeisen, Süssigkeiten und Snacks ;pro 100g essbarer Anteil;1880;448;17.2;10.1;5.8;0.5;Sp.;71.1;71.1;0;0;2.1;0.8;0;7.8;0;0;0;0;0;Sp.;Sp.;Sp.;Sp.;Sp.;Sp.;Sp.;Sp.;Sp.;Sp.;210;320;400;95;25;64;1.5;Sp.;Sp.;k.A.;ja;nein;nein;ja
Weichkäse (Durchschnitt ohne fettreduzierte Varianten) ;;Käse, Weichkäse ;Milch und Milchprodukte;pro 100g essbarer Anteil;1350;325;27.4;16.5;6.5;1.3;83;0;0;0;0;19.4;2.2;0;52.7;233;223;213;124;124;0.02;0.43;0.14;1.45;0.72;52.8;0.63;0;0.4;0.64;100;880;1180;440;20;310;0.2;17;2.2;k.A.;ja;nein;nein;ja
Weichkäse;Doppelrahm ;Käse, Weichkäse ;Milch und Milchprodukte;pro 100g essbarer Anteil;1550;376;37.5;25.1;10.6;0.9;105;0;0;0;0;9.7;1.8;0;49.4;403;387;370;200;200;0.04;0.38;0.11;1.5;1.2;55;0.29;Sp.;0.7;1.05;110;700;1200;270;15;230;0.3;20;2.3;k.A.;ja;nein;nein;ja
Weichkäse;Rahm ;Käse, Weichkäse ;Milch und Milchprodukte;pro 100g essbarer Anteil;1440;347;30.9;18.5;7.3;1.5;93;0;0;0;0;17.4;1.3;0;48;240;228;215;150;150;0.02;0.64;0.14;1.47;1.1;68.2;0.51;0;0.6;0.69;110;520;520;420;18;300;0.2;11;2;k.A.;ja;nein;nein;ja
Weichkäse;vollfett ;Käse, Weichkäse ;Milch und Milchprodukte;pro 100g essbarer Anteil;1230;296;23.7;14.2;5.6;1.1;72;0;0;0;0;20.6;1.8;0;52.5;233;222;211;135;135;0.02;0.36;0.17;1.4;0.63;48.5;0.78;0;0.5;0.6;81;730;1050;360;19;280;0.1;7.1;2.2;k.A.;ja;nein;nein;ja
Weissbrot ;;Brot und Backware ;Getreide und Getreideprodukte;pro 100g essbarer Anteil;1030;242;0.8;0.2;0.1;0.4;0;48.9;0.2;48.2;2.5;8.5;1.7;0;40;0;0;0;0;0;0.11;0.04;0.06;0;0.46;16.7;0.24;0;0;0.14;130;680;1060;8.3;15;61;0.6;0.9;0.5;1.9;ja;ja;ja;nein
Weisskohl;gedämpft (ohne Zugabe von Salz) ;Gemüse zubereitet ;Gemüse ;pro 100g essbarer Anteil;119;28;0.2;0;0;0.1;0;4;3.9;0.1;2.8;1.3;0;0;91.8;4;2;0;21;21;0.04;0.04;0.15;0;0.26;15.7;0.18;35.3;0;1.7;220;4.1;35;53;11;31;0.2;2.9;0.2;k.A.;ja;ja;ja;ja
Weisskohl;gedünstet (ohne Zugabe von Fett und Salz) ;Gemüse zubereitet ;Gemüse ;pro 100g essbarer Anteil;125;30;0.2;0;0;0.1;0;4.2;4.1;0.1;3;1.4;0;0;91.3;4;2;0;23;23;0.04;0.04;0.15;0;0.28;16.9;0.19;35.8;0;1.83;220;4.5;38;58;10;33;0.3;3.1;0.2;k.A.;ja;ja;ja;ja
Weisskohl;roh ;Gemüse frisch ;Gemüse ;pro 100g essbarer Anteil;125;30;0.2;0;0;0.1;0;4.2;4.1;0.1;3;1.4;0;0;90.4;4;2;0;24;24;0.05;0.05;0.17;0;0.32;26.1;0.22;64.1;0;1.7;260;4.8;37;56;12;33;0.3;3;0.2;k.A.;ja;ja;ja;ja
Weisswurst ;;Wurstware ;Fleisch und Fleischerzeugnisse ;pro 100g essbarer Anteil;910;220;18.9;7.3;8.7;1.9;50;0.6;0.6;0;0;11.8;2;0;68.6;12;10;8;22;22;0.2;0.17;0.15;0.43;1.83;2.6;0.33;1;0.1;0.28;140;810;1240;21;10;160;0.7;2.3;1.3;k.A.;nein;nein;ja;ja
Weizen (Weichweizen);ganzes Korn ;Getreide;Getreide und Getreideprodukte;pro 100g essbarer Anteil;1380;327;1.8;0.3;0.2;0.8;0;59.6;0.7;58.2;13.3;11.4;0;0;12.6;3;2;0;20;20;0.46;0.09;0.27;0;5.1;87;1.2;0;0;1.4;380;7.7;55;33;97;340;3.2;6.7;2.6;k.A.;ja;ja;ja;nein
Weizenflocken;Vollkorn ;Getreide;Getreide und Getreideprodukte;pro 100g essbarer Anteil;1420;335;1.8;0.3;0.2;0.8;0;59.6;0.7;58.5;13.3;13.5;0;0;12.1;3;2;0;20;20;0.46;0.09;0.27;0;5.1;87;1.18;0;0;1;380;8;55;33;97;340;3.2;6.7;2.6;k.A.;ja;ja;ja;nein
Weizenkeime ;;Getreide;Getreide und Getreideprodukte;pro 100g essbarer Anteil;1580;375;9.5;1.8;1.5;5.7;0;35.1;10;17.8;16.3;29.2;0;0;7.5;10;5;0;62;62;1.99;0.14;0.9;0;1.68;143;1.23;0;0;10.2;990;7.2;80;54;250;1000;6.9;0.3;18;k.A.;ja;ja;ja;nein
Weizenkeimöl ;;-;Fette und Öle ;pro 100 ml;3330;810;90;15.7;12.6;55.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122.99;0;0;0.9;0;0;0;0;0;0;0;ja;ja;ja;nein
Weizenkleie ;;Getreide;Getreide und Getreideprodukte;pro 100g essbarer Anteil;1090;264;4.7;0.8;0.8;2.3;0;17.7;1.9;13.4;45.1;15.2;0;0;11.5;1;0;0;6;6;0.83;0.51;0.54;0;18;195;2.25;0;0;2.7;1340;2;150;67;480;1140;16;2.4;9.2;k.A.;ja;ja;ja;nein
Weizenmehl (Backmehl);Typ 550 ;Mehl;Getreide und Getreideprodukte;pro 100g essbarer Anteil;1460;344;1.3;0.3;0.2;0.7;0;69.5;0.3;68.5;3.2;12;0;0;15.1;0;0;0;0;0;0.21;0.04;0.16;0;0.32;16;0.48;0;0;0.29;180;2.1;45;11;34;120;1.5;0.9;1.1;2.3;ja;ja;ja;nein
Weizenmehl;halbweiss, Typ 720 ;Mehl;Getreide und Getreideprodukte;pro 100g essbarer Anteil;1440;340;1.5;0.2;0.2;0.7;0;66.2;0.5;65.2;5;13;0;0;15.4;0;0;0;0;0;0.26;0.06;0.28;0;0.89;22;0.63;0;0;0.4;190;<2.7;40;17;53;180;2.4;1.1;1.7;6;ja;ja;ja;nein
Weizenmehl;Ruch, Typ 1100 ;Mehl;Getreide und Getreideprodukte;pro 100g essbarer Anteil;1440;339;1.7;0.3;0.2;0.9;0;64.6;0.6;63.5;5.7;13.5;0;0;11.3;0;0;0;0;0;0.41;0.07;0.11;0;1.42;22;0.56;0;0;0.39;200;2.6;40;24;54;210;2.2;1.4;1.9;6;ja;ja;ja;nein
Weizenmehl;Vollkorn, Typ 1700 ;Mehl;Getreide und Getreideprodukte;pro 100g essbarer Anteil;1430;338;2;0.3;0.2;1.5;0;61;1;60;11;13.5;0;0;13.4;1;0;0;5;5;0.47;0.17;0.46;0;0.64;50;1.2;0;0;1.6;390;17;37;26;130;350;5;2.4;3.4;5;ja;ja;ja;nein
Weizenmehl;weiss, Typ 400 ;Mehl;Getreide und Getreideprodukte;pro 100g essbarer Anteil;1470;346;1.1;0.3;0.1;0.6;0;71;0.3;70;3.2;11.5;0;0;12.5;0;0;0;0;0;0.16;0.01;0.05;0;0.32;10;0.33;0;0;0.18;170;1.5;50;5;14;62;0.6;0.7;0.5;2.3;ja;ja;ja;nein
Weizenotto;gekocht ;salzige Gerichte ;Gerichte;pro 100g essbarer Anteil;688;163;3;0.4;1.7;0.5;0;26.2;1.4;24.5;5.9;5;1.1;0;60.3;2;1;0;10;10;0.11;0.03;0.08;0;1.73;27.6;0.41;0.5;0;1.15;140;440;690;22;44;150;1.5;3.5;1.1;k.A.;ja;ja/nein;ja/nein;nein
Weizenstärke ;;Getreideprodukte;Getreide und Getreideprodukte;pro 100g essbarer Anteil;1480;348;0.1;0;0;0.1;0;85.8;0;85.8;1.2;0.4;0;0;12.3;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;16;2;5;0;4;20;0;0;0.1;k.A.;ja;ja;ja;nein
Weizenvollkornbrot ;;Brot und Backware ;Getreide und Getreideprodukte;pro 100g essbarer Anteil;899;213;1.3;0.2;0.1;0.9;0;38.3;0.7;37.6;6.9;8.6;1.4;0;45.5;0;0;0;3;3;0.23;0.11;0.26;0;0.48;21.7;0.58;0;0;0.99;250;580;880;20;82;220;3.1;1.8;2.2;3.1;ja;ja;ja;nein
Wienerli ;;Wurstware ;Fleisch und Fleischerzeugnisse ;pro 100g essbarer Anteil;1000;242;20.4;7.8;9.4;1.6;51;0.6;0.6;0;0;13.9;2.2;0;61.9;1;1;1;3;3;0.23;0.11;0.11;0.64;3.47;0.9;0.5;17.5;1;Sp.;190;870;1180;7.9;13;190;0.8;0.4;1.8;7.3;nein;nein;ja;ja
Wienerli;gekocht ;Wurstware ;Fleisch und Fleischerzeugnisse ;pro 100g essbarer Anteil;911;220;18.4;7;8.5;1.4;50;0.6;0.6;0;0;13;1.8;0;68.1;1;1;1;2;2;0.17;0.1;0.08;0.44;2.53;0.6;0.36;11.9;0.9;0;160;720;1150;6.5;13;180;0.7;0.4;1.7;7.1;nein;nein;ja;ja
Wildfleisch (Durchschnitt);gekocht (ohne Zusatz von Fett und Salz) ;Fleisch zubereitet ;Fleisch und Fleischerzeugnisse ;pro 100g essbarer Anteil;663;157;4.6;2;1.8;0.3;81;0;0;0;0;29;0.2;0;66.4;1;1;1;0;0;0.24;0.31;0.43;1.97;4.44;6.9;1.08;0;0.2;0.43;440;95;58;20;29;280;3.4;1.6;4;k.A.;nein;nein;ja;ja
Wildfleisch (Durchschnitt);roh ;Fleisch frisch;Fleisch und Fleischerzeugnisse ;pro 100g essbarer Anteil;484;115;3.4;1.5;1.3;0.2;59;0;0;0;0;21.1;0.2;0;75.5;1;1;1;0;0;0.17;0.22;0.31;1.44;3.24;5;0.79;0;0.1;0.31;320;70;42;15;21;200;2.5;1.2;2.9;k.A.;nein;nein;ja;ja
Wildfleischterrine ;;Fleisch zubereitet ;Fleisch und Fleischerzeugnisse ;pro 100g essbarer Anteil;1010;242;18.7;7.4;8;2;107;1.6;1.5;0.1;0.1;16.4;2.2;0.3;62.9;1469;1468;1467;10;10;0.15;0.61;0.2;4.91;3.63;15.9;1.23;44.8;0.1;0.41;160;870;1300;14;14;150;4;3.5;2.4;k.A.;nein;nein;ja;ja
Wildschwein (Durchschnitt);roh ;Fleisch frisch;Fleisch und Fleischerzeugnisse ;pro 100g essbarer Anteil;457;108;3.4;1.5;1.4;0.2;65;0;0;0;0;19.5;0.2;0;75.9;8;8;8;0;0;0.1;0.2;0.4;5;5.1;5;0.7;0;Sp.;0.21;360;94;60;10;22;170;1.8;6;2.3;k.A.;nein;nein;ja;ja
Wirz;gedämpft (ohne Zugabe von Salz) ;Gemüse zubereitet ;Gemüse ;pro 100g essbarer Anteil;124;30;0.3;0;0;0.2;0;2.8;2.7;0.1;2.4;2.7;0;0;91.8;9;4;0;53;53;0.08;0.06;0.16;0;0.27;32.4;0.25;35.9;0;2.53;200;7.5;27;61;11;54;0.4;2.5;0.2;k.A.;ja;ja;ja;ja
Wirz;roh ;Gemüse frisch ;Gemüse ;pro 100g essbarer Anteil;129;31;0.3;0;0;0.2;0;2.9;2.8;0.1;2.6;2.8;0;0;90;10;5;0;58;58;0.09;0.06;0.19;0;0.33;53.4;0.29;64.6;0;2.5;240;8.7;28;64;12;56;0.6;2.6;0.3;k.A.;ja;ja;ja;ja
Worcester Sauce (Durchschnitt von Markenprodukten) ;;Saucen;Verschiedenes;pro 100 ml;408;96;0.8;0.4;k.A.;k.A.;k.A.;21.5;19;k.A.;k.A.;0.8;2.9;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;k.A.;nein;nein;ja;ja 
Wurst-Käse-Salat;zubereitet ;salzige Gerichte ;Gerichte;pro 100g essbarer Anteil;1080;262;22.6;9.4;9;2.3;45;0.7;0.6;0;0.3;13.8;1.4;0;62.5;98;88;77;128;128;0.15;0.14;0.08;0.7;1.43;7.7;0.27;18.7;0.4;1.61;130;560;620;290;18;260;0.7;6.2;2;k.A.;nein;nein;nein;ja
